account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,area_code_area_code_415,area_code_area_code_510
60,0,0,0,207.8,109,112,10.5,291.6,115,9,1.54,0,0,1,0
127,0,1,23,182.0,80,85,18.37,156.9,82,4,2.65,1,0,1,0
107,0,0,0,123.1,100,82,13.46,256.1,82,5,2.51,0,0,1,0
50,0,0,0,188.9,94,104,17.33,151.8,124,8,3.13,3,0,0,1
70,0,1,23,205.5,95,80,19.07,196.1,76,4,2.62,1,0,0,1
90,0,0,0,157.9,72,93,19.89,210.0,86,5,3.29,2,0,0,0
110,0,0,0,241.2,105,85,14.82,245.3,59,4,2.3,2,0,1,0
78,0,0,0,108.6,108,126,17.84,222.6,117,5,2.13,1,1,0,0
70,0,0,0,230.3,110,87,6.62,247.1,105,4,3.56,1,0,1,0
68,0,1,43,147.7,95,108,22.04,237.1,106,8,2.4,3,0,0,0
69,0,0,0,196.1,87,66,20.13,182.3,75,1,3.21,0,0,0,0
171,0,0,0,231.2,135,74,16.04,206.9,124,1,3.32,1,0,1,0
126,0,1,24,197.3,82,51,14.25,222.0,89,3,2.0,1,0,1,0
90,0,0,0,205.7,138,83,13.76,269.7,104,6,3.38,2,0,1,0
110,0,0,0,159.5,145,101,17.2,256.0,96,2,4.51,2,0,0,0
127,0,0,0,134.9,79,114,18.83,113.8,118,2,4.05,1,0,0,1
114,0,0,0,209.2,127,93,14.05,196.8,98,8,2.86,3,0,1,0
243,0,0,0,95.5,92,63,13.91,264.2,118,6,1.78,2,0,0,1
104,0,0,0,174.1,97,104,14.84,182.7,158,4,2.51,3,0,1,0
41,0,0,0,209.9,105,105,10.36,253.7,104,4,2.59,1,0,1,0
74,0,1,25,194.6,84,103,10.19,175.5,75,2,3.54,2,0,1,0
155,0,0,0,223.8,109,68,19.84,201.6,111,8,2.38,1,0,0,1
179,0,0,0,234.5,134,94,13.96,191.4,72,4,1.65,1,0,0,0
93,0,0,0,199.7,109,68,9.71,241.0,109,2,1.92,0,0,1,0
92,0,1,27,233.6,126,94,13.0,262.1,95,4,3.46,1,0,0,1
119,0,0,0,94.2,108,100,22.45,203.7,79,3,1.97,1,0,0,1
92,0,0,0,91.7,90,123,16.46,175.0,86,4,2.48,2,0,0,0
75,0,1,38,163.6,132,113,12.47,345.8,115,3,3.54,3,0,0,1
101,0,0,0,269.7,85,86,17.65,214.2,107,15,1.22,3,1,1,0
82,0,0,0,202.9,96,105,19.91,217.4,123,3,2.73,4,0,0,1
151,0,0,0,170.2,89,83,15.94,119.5,100,3,1.16,0,0,1,0
112,1,0,0,195.7,123,124,12.06,136.4,72,6,2.13,1,0,1,0
131,0,1,25,192.7,85,105,19.2,254.2,59,6,2.94,2,0,1,0
77,0,1,24,149.4,74,72,10.53,174.3,84,6,2.73,1,0,0,1
94,0,0,0,206.1,49,115,19.09,256.7,74,1,3.51,1,0,1,0
171,0,0,0,171.9,99,95,21.18,174.9,81,4,3.38,1,0,0,0
116,0,0,0,179.0,81,116,17.0,168.6,74,7,4.27,1,0,0,1
90,0,1,29,150.1,109,103,22.5,178.4,97,4,1.57,1,0,0,0
51,0,1,0,212.9,80,57,20.07,187.6,99,4,2.38,2,0,0,0
103,0,0,0,141.3,123,87,21.56,215.8,96,2,1.73,1,0,1,0
114,0,1,34,114.5,64,84,19.49,288.8,68,16,2.81,0,0,1,0
89,0,0,0,129.2,71,68,18.2,214.9,100,4,2.78,5,1,0,1
48,0,0,0,168.6,93,61,20.91,269.9,102,7,3.08,1,0,0,1
136,0,1,21,179.4,88,97,15.39,320.7,120,4,2.57,2,0,1,0
96,0,1,21,247.6,95,150,21.79,158.6,72,6,2.92,2,0,1,0
108,0,1,35,215.9,106,107,17.05,195.4,107,7,4.19,0,0,0,0
39,0,0,0,185.0,113,125,9.05,167.3,78,2,3.24,0,0,0,1
111,0,1,13,193.1,104,98,9.49,227.4,94,4,3.27,1,0,0,0
106,0,0,0,169.4,107,71,16.76,202.2,79,4,2.89,1,0,0,1
66,0,1,36,106.7,76,77,17.83,190.4,117,2,3.27,1,0,1,0
173,0,0,0,154.6,81,100,12.52,132.9,99,5,1.86,0,0,0,0
49,0,1,20,205.9,109,105,25.36,142.1,91,3,3.32,4,0,1,0
92,0,0,0,212.4,105,118,19.09,221.3,105,4,2.43,1,0,0,1
111,0,1,36,166.2,54,109,20.3,108.8,92,2,3.02,3,0,1,0
102,0,0,0,228.1,86,97,13.26,227.9,124,9,2.86,1,0,1,0
172,0,0,0,270.0,102,111,21.81,168.5,104,5,3.24,2,1,0,0
127,0,0,0,211.1,62,143,19.99,227.5,66,3,4.21,2,0,0,1
25,0,0,0,134.3,98,109,17.2,195.9,100,5,3.4,2,0,1,0
94,0,0,0,85.9,113,91,19.27,279.6,110,16,4.21,0,0,1,0
98,0,0,0,72.8,107,103,15.84,175.3,110,4,2.84,3,0,1,0
146,0,1,19,176.6,88,66,13.83,215.5,98,6,3.94,1,0,0,0
11,0,1,24,131.5,98,111,19.57,283.7,87,3,2.7,2,0,0,0
95,0,1,39,260.8,130,111,18.14,195.6,97,5,2.73,1,0,1,0
4,1,0,0,145.3,89,93,25.82,206.1,82,4,2.4,0,0,0,1
167,1,0,0,219.1,100,90,20.65,168.9,101,4,2.73,2,0,0,0
78,0,0,0,211.4,105,77,21.24,199.6,129,2,2.51,2,0,1,0
88,0,0,0,65.4,97,76,14.3,236.0,113,1,3.73,2,0,0,0
168,0,1,42,97.4,57,98,17.31,173.9,124,2,3.08,2,0,1,0
35,0,1,37,181.2,76,98,15.1,228.0,136,3,1.35,2,0,0,1
224,1,0,0,171.5,99,103,13.6,212.4,102,2,1.35,1,1,0,1
127,1,0,0,247.5,99,118,9.22,232.0,72,3,2.86,2,0,0,1
77,0,1,33,143.0,101,102,18.04,104.9,120,4,4.13,5,1,1,0
96,0,0,0,182.6,75,67,16.03,137.7,81,3,2.57,5,1,0,1
147,0,0,0,124.4,74,78,27.28,157.2,126,4,2.81,2,0,1,0
104,0,0,0,109.1,141,140,15.9,216.6,100,4,2.7,3,0,1,0
110,0,0,0,55.3,102,124,14.0,200.7,108,5,2.75,1,0,0,0
159,0,0,0,169.8,114,105,16.8,193.7,82,4,3.13,1,0,1,0
110,0,0,0,148.4,95,98,16.47,206.0,106,6,1.86,0,0,1,0
69,0,0,0,143.6,88,86,12.05,194.0,83,5,2.92,3,0,1,0
67,0,0,0,201.4,101,122,8.3,202.5,119,3,1.89,0,0,0,0
68,0,0,0,219.6,97,144,11.99,205.7,101,4,2.92,2,0,0,0
115,0,0,0,132.0,90,75,16.79,175.8,114,0,0.0,3,0,1,0
101,1,0,0,92.1,109,83,13.86,133.3,102,11,2.62,2,0,1,0
127,0,1,25,82.2,95,109,13.88,264.9,104,6,1.38,0,0,1,0
106,0,0,0,223.0,121,98,9.36,188.7,107,12,1.92,0,0,1,0
210,0,1,31,313.8,87,103,12.55,192.7,97,7,2.73,3,0,1,0
136,0,0,0,259.0,105,125,14.19,255.1,107,3,3.0,3,0,1,0
146,0,0,0,109.0,69,98,22.59,228.3,80,2,3.4,1,0,0,0
48,0,1,27,141.1,109,94,19.1,174.3,122,2,3.56,1,0,1,0
119,0,0,0,260.1,101,68,21.8,229.1,89,2,2.7,1,1,0,0
73,1,1,34,252.9,103,79,18.71,144.9,65,3,3.08,0,0,1,0
133,0,0,0,226.8,87,93,10.87,160.1,89,3,2.48,0,0,1,0
141,0,0,0,126.9,98,62,15.3,140.8,128,2,2.16,1,0,1,0
112,0,0,0,167.6,100,90,13.13,281.4,107,3,4.67,2,0,1,0
111,1,0,0,177.1,102,102,21.17,153.3,66,4,2.38,2,0,0,0
140,0,0,0,143.0,100,89,16.44,59.5,81,8,3.32,4,1,1,0
48,0,0,0,171.9,98,127,13.52,139.5,101,3,2.05,2,0,1,0
49,0,0,0,213.8,79,93,22.53,239.8,128,7,4.21,0,0,1,0
113,0,1,30,183.8,102,123,15.59,235.0,52,7,3.13,0,0,1,0
57,0,1,25,176.8,94,75,16.58,213.5,116,4,2.24,0,0,0,0
49,1,1,32,176.9,118,121,19.3,204.4,115,3,4.08,3,1,0,0
134,0,0,0,244.1,99,111,20.99,200.0,133,2,1.94,0,0,1,0
93,0,0,0,146.3,85,95,18.41,233.0,82,3,3.11,0,0,1,0
101,0,1,25,144.1,144,105,14.25,240.0,107,3,3.92,1,0,0,1
109,0,0,0,170.7,101,82,20.42,119.0,112,4,3.08,2,0,0,1
74,0,1,31,249.4,70,59,17.81,180.6,75,2,2.67,4,0,0,1
109,0,1,27,166.9,85,92,18.8,197.3,97,4,3.32,1,1,1,0
58,0,0,0,238.9,107,88,15.91,181.1,84,3,3.19,2,0,1,0
130,0,0,0,126.8,101,105,12.25,249.6,117,8,3.08,2,0,0,1
110,0,0,0,135.1,109,99,17.44,166.3,119,4,3.16,1,0,1,0
63,0,1,13,214.2,61,88,15.4,174.0,68,2,2.78,0,0,0,1
136,0,0,0,252.4,74,81,14.27,248.3,110,3,2.89,2,0,1,0
140,0,0,0,129.6,79,99,20.93,172.1,124,10,2.54,3,0,1,0
111,0,0,0,197.1,117,128,19.36,214.0,101,11,2.51,0,0,0,1
40,0,0,0,115.7,105,113,10.86,107.5,91,6,2.51,1,0,0,1
41,0,1,22,213.8,102,86,12.05,142.2,123,3,1.94,0,0,0,0
68,0,0,0,94.1,93,80,12.55,213.5,85,2,2.73,0,0,1,0
80,0,0,0,118.1,90,77,12.27,225.1,86,6,2.21,1,0,0,0
19,0,0,0,146.8,99,101,16.19,146.1,68,2,2.51,0,0,0,0
120,0,1,26,239.4,94,88,22.05,238.0,132,3,2.08,0,0,0,0
89,0,0,0,197.1,110,115,14.1,227.3,106,3,3.46,1,0,0,0
43,0,0,0,230.2,147,121,15.87,128.4,100,3,2.48,0,0,0,0
64,0,0,0,131.3,105,114,9.3,246.2,125,4,3.43,4,1,1,0
85,0,0,0,211.5,100,88,15.69,164.3,131,4,3.59,2,0,0,1
72,0,1,27,111.7,68,106,21.49,255.5,109,4,2.11,1,0,1,0
134,0,1,32,216.8,78,111,8.69,174.0,83,2,2.32,0,0,1,0
80,0,0,0,135.1,92,103,15.73,147.1,74,5,3.97,3,0,1,0
81,1,1,37,237.1,76,125,22.46,271.3,120,3,2.13,1,0,0,0
112,0,0,0,101.1,119,67,18.22,179.5,112,5,2.78,2,0,0,0
64,0,0,0,219.6,126,100,25.78,154.5,65,5,2.62,1,0,0,0
109,0,0,0,137.0,128,116,18.45,182.1,86,5,2.7,2,0,1,0
90,0,0,0,207.2,121,104,24.86,226.3,103,1,2.16,2,0,1,0
172,0,0,0,287.1,108,125,15.16,153.2,98,2,3.89,3,1,0,0
61,0,0,0,267.1,104,131,15.33,230.6,106,4,4.67,1,1,0,0
57,0,1,29,279.9,121,109,18.96,251.7,94,2,3.51,1,0,1,0
101,0,1,17,193.9,71,81,16.13,196.3,97,7,3.4,0,0,0,1
183,0,1,38,178.4,103,79,15.67,203.3,94,3,1.94,3,0,0,0
132,1,0,0,144.3,70,125,19.68,304.3,137,2,1.89,1,1,1,0
38,0,0,0,220.5,110,114,15.37,156.5,102,7,1.51,1,0,1,0
90,0,0,0,152.3,91,120,14.03,294.3,73,3,2.43,2,0,1,0
6,0,0,0,226.5,93,122,12.93,164.4,98,4,2.54,3,0,0,0
136,0,0,0,269.8,106,101,19.45,257.5,106,8,2.73,1,1,0,0
138,0,0,0,170.5,87,116,10.05,187.9,111,7,3.02,2,0,1,0
106,1,0,0,133.7,45,107,15.96,181.9,89,2,2.89,1,1,0,0
61,0,1,15,252.4,106,69,15.96,259.6,137,3,2.7,2,0,1,0
128,0,1,40,272.2,112,111,20.39,257.3,124,2,3.13,1,0,0,1
107,0,1,30,198.9,87,90,17.6,159.8,76,4,3.4,3,0,0,1
108,0,1,48,185.6,125,125,19.09,284.7,87,3,1.86,1,0,0,1
36,0,0,0,157.6,117,58,15.67,240.4,99,1,3.21,0,0,1,0
87,0,1,19,165.8,122,89,15.89,249.7,78,0,0.0,1,0,1,0
91,0,1,39,169.8,105,116,5.54,144.4,92,4,2.94,1,0,1,0
91,0,0,0,190.5,128,103,17.47,130.7,63,5,3.73,0,0,1,0
83,0,1,33,228.2,85,114,21.18,93.5,89,7,2.75,0,0,0,1
98,0,0,0,207.0,94,64,21.79,137.6,60,4,2.81,2,0,0,0
96,0,1,29,150.0,91,75,13.55,228.1,55,3,2.3,1,0,0,0
113,0,0,0,155.0,93,106,28.1,189.4,123,3,3.65,1,0,0,1
107,0,0,0,90.7,90,109,17.64,169.4,96,5,1.51,2,0,0,0
116,1,1,27,175.5,137,60,17.9,294.8,121,5,1.86,1,0,0,1
101,0,0,0,190.7,72,103,17.73,203.8,111,8,2.38,1,0,0,1
121,0,0,0,134.1,112,104,16.58,159.6,139,2,2.84,2,0,1,0
90,0,0,0,145.6,103,137,16.75,294.5,83,4,2.84,0,0,1,0
141,0,1,22,215.4,123,98,27.94,160.5,89,6,2.11,1,0,0,1
110,0,0,0,151.8,106,126,11.73,233.5,112,8,3.02,3,0,1,0
109,0,1,39,270.0,58,108,20.02,194.3,57,6,2.11,1,1,0,0
79,0,0,0,213.6,110,121,19.97,229.6,157,3,2.38,2,0,1,0
48,0,0,0,275.2,67,108,15.32,159.0,110,2,2.13,1,0,0,0
170,0,1,42,199.5,119,90,11.48,184.6,49,3,2.94,4,1,1,0
86,0,0,0,226.3,88,107,18.96,255.6,92,3,3.51,4,0,0,0
142,0,1,24,239.8,103,65,24.3,256.7,106,4,2.57,0,0,0,0
46,0,0,0,214.1,72,104,13.97,177.5,113,3,2.21,2,0,1,0
72,0,0,0,217.8,93,113,16.12,182.6,91,5,2.81,4,0,1,0
176,0,0,0,162.6,97,107,19.36,218.8,92,4,3.05,1,0,1,0
100,0,0,0,235.8,130,69,14.96,63.6,122,1,1.97,2,0,1,0
16,0,0,0,229.6,78,108,17.48,166.2,91,2,2.92,0,1,0,1
140,0,0,0,93.2,109,116,16.8,219.8,94,2,2.84,1,0,1,0
151,0,0,0,178.7,116,138,24.83,265.9,101,4,2.65,0,0,0,0
122,1,0,0,49.5,114,98,18.2,154.9,120,4,2.7,0,0,1,0
105,0,0,0,101.4,48,119,13.52,259.2,53,2,3.29,1,0,1,0
117,0,1,25,216.0,140,69,19.05,267.9,112,4,3.19,0,0,0,1
85,0,0,0,236.9,93,113,16.8,309.1,78,7,3.08,2,1,1,0
115,0,0,0,245.0,97,75,21.31,270.2,124,8,3.7,1,1,1,0
11,0,1,38,209.8,130,84,16.71,233.0,79,7,1.89,1,0,0,1
90,1,0,0,221.8,97,134,17.32,215.8,154,4,2.27,1,0,0,0
85,0,0,0,165.8,96,141,16.15,144.0,116,3,2.94,5,1,0,1
74,0,0,0,124.0,102,101,22.28,268.2,98,2,3.16,2,0,0,1
130,0,0,0,242.5,101,114,8.74,142.4,89,2,2.51,2,0,1,0
19,0,0,0,201.5,123,110,10.98,220.6,98,4,3.48,1,0,1,0
89,0,0,0,179.7,128,92,25.48,185.3,120,3,2.05,1,0,1,0
57,0,0,0,167.1,103,112,16.01,111.4,74,2,2.46,1,0,1,0
147,1,0,0,225.2,111,98,15.72,143.2,146,1,2.67,0,1,1,0
131,0,0,0,103.5,105,103,14.8,248.2,95,2,3.16,5,1,0,1
167,0,0,0,130.5,66,102,6.88,221.6,116,5,3.02,1,0,0,0
107,0,0,0,230.4,65,80,21.88,107.3,88,3,2.3,1,0,1,0
75,0,1,41,130.9,115,110,17.29,171.7,68,4,3.35,1,0,0,1
194,0,0,0,162.3,88,118,18.16,192.1,81,2,2.94,0,0,0,0
134,0,0,0,205.5,87,67,17.76,182.3,69,3,1.4,2,0,0,0
127,0,0,0,218.6,93,130,12.74,204.6,131,5,2.48,2,0,1,0
74,0,0,0,200.4,87,105,26.28,152.1,118,2,2.7,1,0,1,0
112,0,0,0,111.9,92,143,9.69,146.8,79,3,3.81,5,1,1,0
116,0,0,0,149.6,74,92,14.27,174.1,100,7,4.43,0,0,0,0
30,0,0,0,145.0,76,112,20.46,197.1,134,4,1.92,3,0,0,1
108,0,0,0,215.6,78,119,16.6,194.4,65,5,0.97,1,0,1,0
131,1,0,0,122.3,83,94,10.1,147.9,95,3,3.7,3,1,0,0
87,0,1,28,143.5,106,147,19.0,175.4,69,5,3.02,0,0,0,0
64,0,0,0,216.9,78,115,17.94,179.8,116,5,3.08,3,0,0,1
120,0,0,0,184.5,103,86,17.77,169.7,70,6,2.75,2,0,1,0
109,0,0,0,123.0,111,103,20.16,258.8,91,12,2.51,1,0,0,0
97,0,0,0,225.1,90,127,23.76,233.8,103,4,2.38,0,1,0,1
39,0,0,0,93.3,83,114,16.97,206.2,104,4,1.76,0,0,0,0
77,0,1,32,192.2,101,84,14.06,230.2,129,6,2.16,1,0,1,0
105,0,0,0,160.3,86,80,16.59,163.3,109,3,3.43,2,0,0,0
80,0,0,0,198.1,160,87,13.32,182.1,76,3,2.51,3,0,1,0
140,1,1,27,188.9,124,102,13.68,197.7,100,5,3.11,4,0,1,0
29,0,0,0,163.7,109,88,17.62,266.2,101,2,2.81,1,0,1,0
146,0,1,31,202.5,91,108,20.52,169.6,77,2,2.11,1,0,0,0
82,0,0,0,101.0,93,104,13.23,304.4,93,2,3.59,0,0,0,0
177,0,0,0,266.1,91,79,19.14,224.7,58,8,2.4,3,1,1,0
44,0,0,0,202.6,89,96,13.86,268.1,151,3,2.24,0,0,1,0
22,0,0,0,181.8,108,148,16.88,206.6,96,3,2.51,2,0,1,0
25,0,0,0,195.2,77,81,16.44,231.8,59,4,3.29,2,0,1,0
60,1,0,0,183.0,110,93,17.57,203.8,119,6,3.0,1,0,1,0
61,0,0,0,234.6,126,76,17.06,171.1,81,2,2.19,0,0,1,0
75,0,0,0,229.2,59,107,12.14,291.6,109,5,2.3,0,0,0,0
143,0,0,0,160.4,120,104,24.3,182.5,85,4,1.86,3,0,0,1
82,0,0,0,183.6,111,88,25.8,189.8,115,6,2.78,0,0,0,0
184,0,0,0,151.7,93,77,15.17,229.1,111,8,3.54,2,0,0,0
76,0,0,0,201.5,127,91,13.19,249.6,103,1,2.32,2,0,1,0
120,0,0,0,252.1,110,103,19.22,155.6,83,3,3.73,1,0,1,0
125,0,0,0,182.3,64,121,11.88,171.6,96,7,3.13,2,0,1,0
13,0,0,0,143.1,139,88,20.37,221.7,123,5,1.92,2,0,1,0
129,1,0,0,192.9,131,101,15.77,205.2,130,4,2.94,1,0,0,1
90,0,0,0,272.2,75,96,10.45,252.6,100,2,2.48,0,0,1,0
87,0,0,0,238.0,97,97,13.98,282.5,132,6,2.86,2,0,1,0
105,0,0,0,162.3,99,95,18.06,214.7,114,8,3.0,4,0,0,0
79,0,0,0,130.2,119,121,24.73,194.8,140,6,3.78,3,0,0,1
100,0,1,29,213.6,127,82,14.95,207.2,100,3,2.4,1,0,1,0
86,0,0,0,120.6,82,96,20.26,219.8,125,5,3.08,0,0,1,0
105,0,0,0,211.1,99,66,15.02,221.5,96,7,3.97,4,0,1,0
154,1,0,0,145.9,69,141,17.7,180.9,106,10,3.89,0,1,1,0
92,1,0,0,264.3,91,115,13.68,198.6,73,5,2.51,0,0,1,0
121,0,1,28,110.0,94,76,12.03,237.3,87,3,1.73,2,0,0,1
140,0,0,0,244.7,115,101,21.98,231.3,112,6,2.03,1,1,0,1
115,0,0,0,286.4,125,74,17.48,191.4,141,6,1.86,1,1,1,0
101,0,0,0,131.0,148,126,20.2,281.3,111,4,3.4,3,0,0,0
79,0,0,0,81.2,91,126,18.33,245.9,85,4,2.94,1,0,1,0
181,0,0,0,229.9,130,93,12.27,262.4,110,4,3.83,2,0,0,0
77,0,0,0,144.9,136,115,12.86,252.4,73,3,3.32,2,0,0,1
81,0,0,0,145.6,59,131,24.47,181.7,121,4,2.48,2,0,0,1
111,0,0,0,176.4,62,124,17.09,150.4,138,2,3.02,0,0,0,1
62,0,0,0,196.2,107,104,8.83,203.8,88,4,3.56,1,0,0,1
131,0,0,0,143.1,114,119,11.74,199.4,100,3,2.4,3,0,1,0
138,0,0,0,127.1,102,106,21.05,207.7,75,3,1.35,3,0,0,1
180,0,0,0,253.9,69,138,15.66,174.3,83,7,0.11,1,0,0,1
138,0,0,0,205.9,96,94,21.85,209.0,63,8,3.27,0,0,0,1
86,0,0,0,216.3,96,77,22.64,214.0,110,3,1.22,0,0,0,1
27,0,0,0,226.3,95,109,23.32,242.7,119,3,2.21,2,1,0,1
40,1,0,0,220.8,100,106,22.58,212.8,94,3,1.73,0,0,0,1
183,0,0,0,116.7,92,112,18.17,214.3,112,6,2.62,2,0,1,0
76,0,0,0,203.6,61,127,13.74,175.9,97,3,2.27,0,0,0,0
134,0,0,0,205.3,122,155,20.44,179.1,107,9,1.35,1,0,0,0
109,0,1,39,86.4,69,108,16.07,225.4,119,4,1.3,2,0,1,0
84,0,1,42,214.3,112,107,16.0,333.5,117,10,3.05,0,0,1,0
161,0,0,0,198.0,90,102,15.84,219.2,90,2,2.51,1,0,1,0
137,0,0,0,127.0,107,75,27.47,143.9,127,2,2.03,1,0,1,0
73,0,0,0,160.1,110,72,18.13,174.1,72,4,3.51,0,0,1,0
58,0,1,39,211.9,40,76,23.32,210.5,139,4,1.46,1,0,0,0
114,0,1,19,154.6,100,109,20.54,160.0,112,1,3.4,3,0,0,0
39,0,0,0,160.4,68,103,8.72,235.3,106,5,2.46,2,0,0,0
82,0,1,19,146.5,73,65,20.94,199.0,114,4,1.11,1,0,1,0
43,0,0,0,253.6,110,92,21.53,161.3,103,3,2.75,3,1,1,0
160,0,0,0,82.7,116,95,16.54,159.0,54,9,2.94,0,0,0,0
70,0,0,0,126.3,99,106,12.04,255.9,96,2,2.59,0,0,0,1
104,0,1,18,182.1,66,65,18.16,193.0,108,9,3.62,2,0,1,0
37,0,0,0,271.7,112,96,13.18,199.5,97,4,1.78,3,0,0,1
187,0,1,25,199.9,64,110,11.44,210.4,78,6,3.16,3,0,0,1
90,0,0,0,104.0,104,106,14.53,158.8,99,5,2.35,4,1,1,0
1,0,0,0,195.0,81,123,22.63,213.9,132,6,3.0,0,0,1,0
121,0,0,0,181.5,121,98,18.56,161.6,103,5,2.3,1,0,0,0
121,1,0,0,167.7,94,121,7.96,241.3,115,1,3.62,3,1,0,0
88,0,0,0,113.7,67,127,14.03,141.5,142,3,2.92,1,0,1,0
122,0,0,0,136.7,115,137,20.66,188.9,110,4,2.32,0,0,1,0
148,0,0,0,153.6,148,87,22.28,225.5,99,3,2.65,2,0,0,0
32,0,0,0,171.2,82,102,15.78,203.3,64,7,2.75,1,0,0,0
127,1,0,0,242.2,102,80,19.22,252.0,96,5,3.75,2,1,0,1
54,0,0,0,197.7,84,89,18.81,189.4,109,3,2.11,2,0,0,0
87,0,0,0,297.4,63,108,10.06,242.3,72,2,2.97,2,1,0,1
75,0,0,0,109.0,88,120,22.04,182.1,119,3,3.59,4,1,0,1
150,0,1,24,195.7,108,110,17.75,177.0,84,2,3.16,2,0,1,0
148,1,0,0,148.2,138,123,13.57,197.4,62,3,2.32,2,0,0,1
152,0,0,0,101.2,122,87,12.04,198.5,124,3,2.03,2,0,0,0
64,0,1,18,211.4,111,67,12.82,216.5,87,2,2.84,2,0,1,0
61,0,1,31,288.7,101,102,17.32,203.2,49,3,2.32,0,0,0,0
61,0,1,28,239.9,110,87,18.61,166.0,46,4,3.27,1,0,1,0
127,0,1,36,183.2,117,76,10.78,263.3,71,8,3.02,1,0,0,1
109,1,1,26,217.2,138,111,12.37,280.7,76,3,2.51,0,0,1,0
130,0,0,0,155.9,95,97,21.77,262.9,103,3,3.16,3,0,1,0
68,0,0,0,222.1,107,102,16.95,162.4,107,3,2.54,2,0,1,0
80,0,0,0,106.5,116,67,8.91,183.2,124,5,2.21,1,0,1,0
113,0,0,0,156.0,141,72,21.83,175.3,123,5,3.21,2,0,0,1
40,0,0,0,309.4,86,98,23.06,197.1,116,5,3.02,3,1,1,0
103,0,1,31,185.4,105,126,16.8,147.1,110,4,3.92,2,0,1,0
66,0,1,33,88.8,104,94,9.32,172.7,107,9,1.92,3,0,0,1
37,0,1,20,264.7,81,110,18.4,210.7,102,7,2.81,0,0,1,0
120,1,0,0,202.0,123,78,15.67,176.0,89,2,2.0,2,1,0,0
37,0,0,0,191.1,69,113,10.98,207.5,117,1,3.48,0,0,1,0
56,0,0,0,79.3,115,64,13.52,245.7,99,4,2.73,1,0,1,0
94,1,0,0,89.5,94,106,28.89,172.9,76,1,2.13,1,1,0,0
167,1,0,0,244.8,91,105,5.17,176.7,110,3,2.89,2,0,1,0
92,0,0,0,196.5,82,89,16.15,163.2,99,2,2.92,2,0,1,0
82,0,0,0,300.3,109,100,15.39,270.1,73,4,3.16,0,1,1,0
172,0,0,0,172.5,85,71,21.51,221.6,113,6,1.59,0,0,1,0
75,1,0,0,166.7,113,122,12.61,186.9,121,3,2.73,3,0,1,0
111,0,1,33,154.0,122,123,17.62,186.2,105,8,2.92,1,0,0,0
184,0,0,0,237.6,86,105,13.35,163.6,103,2,3.83,2,0,1,0
169,0,0,0,157.8,96,120,13.6,198.8,112,6,3.7,3,0,0,0
132,0,1,36,201.9,93,75,13.29,131.3,92,5,3.7,0,0,0,0
118,0,0,0,224.6,94,120,19.2,269.0,105,8,3.38,2,0,0,0
66,0,0,0,256.3,135,106,15.32,187.3,135,7,1.67,2,0,0,1
141,0,0,0,301.4,87,111,22.88,148.6,95,5,3.89,0,1,0,0
142,0,1,26,220.5,94,126,20.36,254.3,109,9,1.59,2,0,1,0
185,0,1,19,157.3,123,94,21.9,190.4,107,6,2.59,0,0,1,0
79,0,1,25,219.0,95,95,20.56,203.4,102,5,1.51,4,0,0,0
21,0,0,0,138.1,79,75,15.89,194.2,105,1,3.27,0,0,0,0
103,0,1,18,149.9,84,84,14.53,171.5,112,7,3.11,0,1,1,0
90,0,1,24,71.2,82,103,15.44,186.9,111,1,3.48,1,0,1,0
66,0,0,0,154.0,133,121,16.91,151.9,100,3,2.57,4,1,0,1
102,0,1,48,134.0,83,128,19.92,197.3,107,4,2.11,6,1,0,0
68,1,1,39,142.0,140,89,20.54,302.0,72,5,3.05,1,0,1,0
90,0,0,0,261.8,128,104,18.75,136.6,91,5,2.59,1,0,1,0
147,0,0,0,155.1,117,93,20.37,208.8,133,4,2.86,0,0,1,0
114,0,1,30,206.2,79,91,22.1,291.6,83,6,3.08,1,0,0,1
105,0,1,42,101.9,79,97,18.96,241.6,77,2,3.48,0,0,0,1
92,0,0,0,197.2,113,116,20.6,192.0,76,5,2.97,2,0,1,0
115,1,0,0,122.0,110,100,18.72,179.7,124,2,2.92,2,1,0,1
58,0,1,29,240.4,80,91,10.11,164.2,108,3,3.02,1,0,0,1
59,0,0,0,189.1,141,113,16.85,280.2,103,7,0.59,1,0,0,1
60,0,0,0,203.2,99,131,20.04,224.9,112,6,4.08,2,0,0,1
112,1,1,16,200.3,72,91,16.81,151.1,92,3,2.81,1,0,1,0
147,1,1,24,219.9,118,116,17.72,352.5,111,4,2.19,3,0,1,0
119,0,1,19,178.1,110,100,18.09,226.3,123,6,2.7,1,0,1,0
106,0,1,32,165.9,126,93,18.4,173.1,86,8,3.81,4,0,0,0
113,0,0,0,158.4,107,104,12.09,174.7,108,2,4.02,0,0,0,0
88,0,0,0,177.8,112,80,19.25,221.8,71,4,2.13,1,0,1,0
66,0,1,26,254.9,108,135,20.67,190.8,95,3,1.46,2,0,0,0
96,0,0,0,106.6,128,87,24.21,178.9,92,7,4.02,1,0,1,0
101,0,1,24,114.1,95,86,13.73,176.3,90,9,3.51,2,0,1,0
